2.3978,13.9342,5.7235,0.0020,2.3013,4.7696,3.7061,5.2977,3.7284,2.2772,4.4145,5.6084,4.8321,7.5339,7.2967,0.8220,4.8697,11.1306,8.8861,6.2585,6.0441,6.5043,4.5568,3.5150,5.8431,5.1674,4.0587,4.9066,4.9521,3.7709,5.3238,4.7826,2.9849,4.8527,4.1141,3.8309,11.5135,27.6664,
11.9868,35.0208,21.0408,14.1694,19.0903,24.0180,25.3974,27.1536,23.9037,21.6517,27.0717,29.1872,26.0357,28.8106,24.7923,1.6315,9.0616,33.4336,31.5811,27.7676,28.6588,27.8135,25.9831,26.4925,30.5173,29.3044,25.6998,27.8930,27.3202,26.4237,29.3040,27.6134,27.2724,28.6788,26.6121,25.0696,36.4179,61.7734,
5.1824,23.1372,6.2384,-0.1189,2.8928,4.1603,7.0514,9.1783,3.4841,3.2937,8.2399,8.8283,7.7350,9.8246,11.8705,-2.2810,-14.2143,9.5354,10.2700,6.8703,8.0120,6.3255,5.7781,7.2988,9.9553,7.9688,3.4067,4.1637,5.4948,6.8420,7.5723,6.2087,8.4482,6.9111,4.7967,4.1290,16.9718,48.4374,
3.4867,20.4782,3.9910,-2.2392,-2.7125,0.2267,3.2325,3.6880,1.0627,3.9388,6.6026,8.5485,10.6212,10.2237,13.0071,10.9200,-8.4013,-0.2515,14.2179,10.4139,9.4342,7.8423,6.7692,7.4959,6.3502,5.4236,3.1013,0.3838,1.1548,1.8246,0.6313,0.3525,3.0302,-1.2346,-3.1358,-1.5067,12.9250,45.1301,
1.5195,17.3373,2.5737,-2.7383,-3.6040,1.3766,5.8800,4.5824,5.6548,9.2256,7.9991,7.5216,10.2234,8.6430,11.1463,16.2910,8.4801,-3.9337,8.5942,3.1220,2.2810,2.4517,3.8257,5.5032,5.8903,8.1035,11.6001,7.4796,5.6431,4.4695,3.2361,1.7587,2.0277,-1.7184,-1.6393,-0.7591,11.4321,44.3622,
0.9499,15.9241,2.7583,-2.0907,-1.5902,3.2857,6.5583,5.0499,2.2877,-1.2468,-9.4875,-13.3456,-11.7067,-12.1537,-12.3700,-8.4504,-6.4874,-12.1515,-12.3925,-14.8955,-14.8586,-12.1203,-12.9447,-13.3423,-12.1794,-9.8857,-1.9687,3.8483,7.8260,7.4349,5.7493,4.4880,3.5779,-0.0864,0.0545,0.7008,11.6097,43.1411,
-0.0192,15.8092,6.8876,1.5109,-1.1767,4.0941,9.5330,3.5699,-9.0149,-12.0018,-11.2035,-10.1072,-8.3745,-7.5456,-7.9784,-8.3821,-6.1859,-5.3953,-4.4519,-4.1199,-4.5708,-3.8541,-5.9343,-6.7586,-7.1390,-8.7659,-11.1392,-12.4145,-8.4943,-1.3718,7.0623,9.9295,8.0316,0.9309,-0.3129,1.5367,12.9659,42.0621,
-0.6837,15.0818,4.8147,2.4832,4.4898,10.0322,6.6060,-6.4492,-9.0287,-5.2041,-2.9423,-1.7255,-0.6050,-0.3625,-0.2530,-0.7556,0.6934,0.4393,1.0172,1.3733,0.0708,0.2654,0.2573,-0.1779,-0.8939,-0.8865,-2.5303,-5.9186,-9.4013,-10.8907,-5.8462,7.7022,10.3057,0.6030,0.7717,1.1436,12.1227,40.8975,
-0.0665,15.9546,2.4582,1.3949,7.8667,8.8437,-4.5205,-9.2034,-4.1242,-2.1730,-1.3762,-0.7668,-0.2428,0.9470,0.3948,0.6839,1.8351,1.1053,0.4968,0.7568,0.2046,1.4741,2.0532,1.8005,0.4934,-0.1632,0.5403,0.1813,-1.8378,-5.8601,-10.2626,-4.8699,8.3335,8.4630,4.6675,-0.1613,9.7341,42.1272,
0.4359,17.9635,6.0124,4.2991,7.6988,-1.7592,-9.9216,-6.0839,-3.9724,-3.6631,-2.1491,-2.7633,-2.5532,0.1030,-0.7064,-0.7131,-0.0076,-0.2598,-0.4077,-0.1050,-0.9702,-0.2870,1.0736,0.3662,-0.1669,0.0262,0.6595,0.1316,-0.1964,-2.0104,-6.6021,-11.0462,-4.5589,9.6643,7.6639,0.9300,9.0999,42.8989,
0.0460,20.6591,8.9221,5.9580,4.1694,-9.1849,-9.3913,-6.1444,-3.8720,1.0737,1.9713,-3.4730,-6.1457,-1.7251,-1.4973,-1.5006,-0.0199,0.2724,-0.1458,-0.3365,-1.4244,-2.4379,-1.0235,-0.2799,-0.0571,0.5594,0.1778,-0.6982,-0.8269,-0.6162,-2.0639,-7.2782,-11.6826,0.9588,7.7503,5.5698,12.8278,39.4759,
-0.4409,21.5351,10.9708,7.4977,-1.1323,-10.6487,-6.2471,-6.4411,1.4656,8.9608,6.3151,0.4363,-5.8399,-2.8706,-1.6666,-0.3630,0.9445,0.2593,1.2530,0.1872,-0.1274,-1.2417,-1.3554,-0.4216,-0.8595,-0.4471,-0.8062,-1.7662,-1.1697,-0.1102,0.4319,-3.1281,-9.9360,-5.7418,9.1755,8.4461,16.4847,41.1736,
-0.4494,21.2985,12.4076,9.0683,-3.7661,-7.4535,-4.4586,-4.9419,10.4688,20.3293,23.5150,21.5227,4.8092,-3.8687,-2.6938,-0.4750,0.3096,-0.8816,0.9328,0.2102,0.4660,0.4139,-0.3033,0.6225,-0.5826,0.0096,0.8542,1.7344,1.3740,0.2218,0.1514,-1.1846,-6.6309,-10.5526,5.0615,9.9752,15.3776,44.9770,
-1.0609,20.4822,12.2573,8.4408,-6.2874,-5.7526,-3.4243,-4.8461,8.1606,29.0376,37.9331,37.1848,9.6877,-6.0775,-3.5272,-1.1448,-0.6230,-1.4746,-0.2477,0.0603,0.8827,0.9561,-0.5047,0.4564,-0.3768,-0.1937,2.4153,5.3362,3.0000,-0.0307,0.2489,-0.0376,-1.7932,-9.9381,-1.4754,10.7780,12.8177,43.3285,
1.3498,22.6561,13.1435,6.8237,-8.4251,-5.5398,-2.4552,-4.7915,-1.8821,10.3350,18.8436,16.3519,-1.3438,-7.1514,-3.3420,-1.5497,0.6535,0.0488,0.1867,-0.4792,-0.0826,-0.4650,-0.8883,-1.0761,-2.3669,-2.2461,0.1285,3.1186,0.7934,-2.1408,-0.4545,-0.4653,-0.6035,-8.5623,-7.2759,10.7684,15.5024,41.1956,
1.1238,23.7389,12.5488,2.5794,-8.7681,-4.1222,-2.0895,-4.9413,-4.3956,-4.3092,-6.1462,-6.0088,-6.9039,-4.0595,-0.9757,-0.9000,0.5637,0.4862,-0.2392,-0.5237,-0.3561,-1.0353,-1.1361,-0.0819,-1.6708,-2.9546,-1.8321,3.9488,0.2996,-4.6453,-1.2157,-0.7998,-1.4730,-6.6430,-10.3587,7.7300,20.2558,46.6142,
0.0698,26.0499,13.5453,-0.0280,-8.3336,-2.1882,-0.6957,-1.8539,-1.0319,-2.1395,-6.9814,-5.3145,-3.3867,-1.9317,-0.5225,-1.3188,0.3959,0.6046,-1.3347,-1.2944,-0.6887,-0.8503,-1.0068,0.0691,-0.9371,-4.1053,-1.3191,5.9209,2.1055,-5.2334,-3.5557,-1.1017,-1.3969,-5.3009,-10.3397,6.4817,21.8950,49.6449,
1.2690,27.7043,16.0498,-0.2649,-8.6202,-1.0257,1.6071,0.7998,0.9130,0.0853,-3.2201,-2.2561,-0.1528,-0.1730,-0.9684,-1.5654,-0.3439,-0.6804,-0.5477,-0.1880,-0.1947,-0.7205,-0.3428,-0.8594,-3.6589,-8.2518,-1.5901,6.6986,9.7972,2.6510,-3.0254,-1.7377,-0.6783,-4.5139,-10.2944,4.6010,20.7466,49.5987,
2.2967,25.6020,12.3572,-1.7373,-8.5704,-1.9575,0.4300,-0.6338,-0.8751,-0.8691,-1.9665,-1.1784,-1.1957,-1.5424,-0.7821,-0.7343,-0.4158,-0.6767,-0.4673,0.1248,0.0338,-1.4310,-0.9649,-1.5894,-5.8474,-11.5154,7.0362,27.6460,23.7824,4.2630,-3.4398,-1.7958,-0.1947,-4.4680,-11.2698,3.2987,19.9900,49.1310,
2.9885,26.0437,13.8258,-1.1362,-8.9531,-3.4975,-0.9434,-0.9089,-1.3185,-1.2494,-1.2873,-1.3811,-1.4338,-0.9487,-0.4254,0.1567,1.7573,1.7863,-0.4162,-0.1785,1.2180,-0.7552,-1.6893,-2.0790,-6.1202,-11.7802,15.4169,38.9289,21.3308,-3.6743,-6.0117,-2.1500,-1.0532,-5.6728,-11.0384,5.5630,21.5289,49.1798,
1.0199,22.9259,13.1381,-0.9620,-9.3860,-2.8913,-0.1837,0.0385,-0.6333,-1.1577,-0.4753,-0.5489,-0.4444,-0.3457,-0.9090,-0.4992,1.1117,0.2896,-2.2351,-1.8217,0.0566,-0.9822,-2.5135,-2.5021,-7.7934,-13.5129,13.0582,32.5367,7.6721,-10.4172,-5.8479,-2.1738,-1.9654,-6.8011,-9.0784,6.7787,18.1864,45.6271,
1.9890,24.2563,14.2546,2.8804,-8.9314,-3.3851,0.4213,0.4517,0.4412,-0.9363,-0.7880,0.2434,0.3504,-0.4992,-0.8784,-1.1959,-0.3050,-0.8743,-1.7124,-1.4633,0.1316,-0.5207,-1.3241,-1.7623,-7.1664,-11.0175,14.5647,25.1173,-2.8897,-11.5170,-5.6281,-1.8099,-1.3986,-6.8860,-6.3233,8.6741,15.5930,44.1804,
2.7736,24.7105,13.9702,8.7490,-9.1850,-6.3987,0.0097,0.0145,0.3882,-0.3785,-0.9071,-1.4227,-0.2946,0.2334,0.4997,-0.3049,1.2271,0.3742,-1.0047,-0.9846,-0.0099,0.7387,0.1444,-1.3166,-5.7641,-6.8709,19.9260,22.3729,-4.1223,-8.4821,-3.6009,-0.6444,-1.0678,-6.7616,-4.6866,8.5964,17.7301,50.0843,
2.2329,23.2462,11.2922,12.0396,-6.7378,-9.6357,-0.6762,-0.1191,0.2148,-0.3871,-0.6621,-1.0347,0.3584,0.5338,0.6885,-0.6195,1.2767,0.6793,-0.5665,-1.1049,-0.2270,0.3395,-0.0930,-1.3950,-4.1426,-4.1000,16.0520,13.2805,-6.0749,-5.8586,-1.6340,-0.8508,-2.1981,-8.6408,-3.9508,6.6899,16.0219,53.4438,
2.3467,22.0598,8.4446,10.8818,-1.7408,-11.2598,-2.3969,0.1592,0.8146,0.3111,-0.0878,0.0727,0.2437,0.3393,0.8096,0.0920,0.3002,-1.3421,-1.0217,-0.8980,-1.1572,-0.9672,-0.6744,-0.8043,-2.0640,-1.6626,6.9020,1.7063,-6.0892,-2.7664,-0.4907,-0.4720,-3.6485,-9.9311,1.5087,8.5782,12.4667,49.0505,
1.6282,21.6728,10.6147,10.1362,3.1688,-10.4361,-3.4444,1.2891,0.4623,-1.0359,-0.7844,0.2498,0.0209,-0.0087,-0.0548,0.2804,-0.4166,-1.0441,-1.0119,-0.2098,-0.1462,-1.3415,-0.7219,-0.1100,-0.1539,-0.0245,1.6252,-1.8612,-3.3896,-1.3825,-0.7334,-0.6423,-5.3987,-8.4474,5.9819,7.0868,11.2982,47.1085,
0.5135,19.7922,8.8296,7.7616,8.8906,-7.2929,-6.1482,0.9217,0.9292,-0.3051,-0.1332,0.2944,0.3773,0.0252,-0.7711,0.4177,0.9556,0.6325,-0.3292,0.4205,1.5677,0.8631,1.1927,0.9212,0.3407,0.2281,1.0595,0.2331,-0.2195,-0.2748,-0.0599,-1.8338,-7.7499,-2.5228,11.1406,5.7416,12.3536,51.0011,
0.0613,19.1169,6.3097,3.7643,9.3527,-2.1561,-8.6863,-1.6227,0.0259,0.3982,0.4693,-0.1583,-0.7982,-0.6264,-1.2120,-0.1663,0.7749,-0.1605,-0.5123,-0.7202,-0.6258,-0.9550,0.4470,1.5404,0.6032,0.0605,0.5614,0.4402,0.0847,-0.5479,-0.8421,-4.8226,-10.7432,2.8457,8.5968,3.3570,13.5122,49.6429,
1.1891,19.9120,7.6934,2.9954,6.8393,4.6684,-7.0061,-3.1031,-0.7005,-0.7725,0.1843,2.3730,0.9740,-0.2123,-0.9162,-0.6076,1.4491,0.2264,-0.5187,-1.1251,-1.9526,-2.0598,-0.4171,1.3167,1.6788,1.4285,1.3571,0.4831,-0.0315,-0.2998,-2.3652,-8.4772,-7.0818,9.1601,6.7949,2.8653,13.9930,46.7100,
1.3252,17.9019,5.9914,3.3345,6.3137,9.4817,-4.3078,-5.4177,-0.5489,-1.7055,-1.7273,1.7541,2.4648,-0.6236,-1.9221,-1.5967,0.8925,0.4768,-0.5562,-0.8192,-1.2226,-1.1377,-0.9470,-0.5213,1.2740,1.7717,1.5915,0.3156,-0.6454,-1.9325,-5.0556,-10.3186,1.3049,12.5275,5.3127,4.2111,15.0142,45.7707,
-1.1838,13.7065,3.3332,1.8552,6.2515,12.9398,3.5155,-7.3432,-1.6123,-0.0122,-0.7708,0.6061,3.9521,-0.4499,-2.4356,-0.6934,0.8028,1.0967,0.4978,-0.5665,-0.5936,-0.5184,-0.8116,-0.0044,1.0262,1.7767,2.0902,1.3099,-0.7626,-3.7564,-8.2050,-7.4257,9.6961,10.7737,1.7074,2.5636,12.9958,43.2152,
-3.3755,6.3438,-2.8338,-4.5899,-0.4828,10.8410,11.3029,-5.2217,-4.4230,0.7774,1.5750,2.5720,5.3233,-0.1677,-1.8468,-0.1320,0.2352,0.3521,0.1576,-0.5871,-0.2719,0.0937,0.8118,1.6747,0.2026,1.5492,3.6691,2.2243,-1.0108,-4.7819,-7.7818,3.4142,12.6617,7.3350,1.7408,3.1392,14.5421,43.0579,
-6.7533,-2.8659,-15.8122,-18.1697,-16.1557,-5.1209,4.8775,-2.8137,-8.6394,-1.6955,-0.0215,0.5973,3.4836,0.5508,-1.2651,-0.7292,0.1463,-1.2501,-2.0385,-2.3365,-0.5560,0.9351,1.8563,1.3271,-0.4790,1.1063,2.9531,-0.0601,-1.9260,-4.5569,-1.9722,13.7879,16.0873,9.0902,4.1381,5.0199,14.4917,39.0473,
2.5531,12.2343,-3.5659,-5.1282,-3.7173,1.0274,7.6612,0.2166,-10.6634,-6.0587,-2.0292,-1.2633,0.8882,1.1081,0.4599,0.4877,1.7290,1.5131,-0.0227,-2.3150,-1.3476,1.8505,2.4734,0.4780,-0.4347,1.4550,0.5539,-2.7384,-2.4654,-4.4210,0.5195,8.8068,8.3734,3.7544,0.8868,0.1941,4.3649,23.9640,
16.2500,49.9614,41.1591,27.3951,22.7854,24.0792,22.1697,7.4687,-1.6898,-8.5599,-4.0684,-2.0598,-1.0613,-1.6784,-1.4057,-1.8415,-1.4637,-0.1866,1.6445,-1.6785,-2.7686,1.5970,3.6687,2.5004,2.5723,3.1585,-0.6066,-1.0594,-0.9230,-2.4407,-1.8974,-2.0883,-3.9987,-4.1352,-2.5328,-0.2999,9.1132,33.7679,
3.2353,21.3646,7.8083,1.6056,0.9836,2.5670,6.3963,9.2445,10.3179,-3.3900,-10.1894,-8.0858,-5.3840,-5.4179,-6.4107,-8.9090,-10.9515,-10.4628,-3.9633,-2.9820,-2.8515,3.6276,5.9216,6.7266,5.8341,1.6981,-1.2518,-0.0862,0.1296,1.4832,0.7301,-1.2384,-2.0089,-1.4602,0.1282,1.6001,11.9696,35.8479,
-0.4383,6.8880,-7.5470,-7.1654,-5.9347,-5.5487,-3.2680,1.6976,8.3752,9.2983,3.1003,-1.0855,-2.7536,-3.5195,-5.1300,-3.3828,-0.1279,-1.3721,-2.2313,-2.1939,0.8484,8.1736,11.8853,13.1533,5.2461,-1.0675,3.3367,6.7923,7.9316,8.8569,7.9455,6.0907,5.3846,4.3700,4.0842,4.2851,10.7559,28.6015,
20.4178,45.5483,39.0252,36.5743,35.5150,34.5176,34.0640,33.9110,35.1014,36.6314,37.5997,36.2607,29.0558,24.5728,23.2991,27.5964,33.1867,31.7235,26.8314,18.3043,14.2127,16.1607,22.2127,25.8115,17.8999,15.8075,22.6539,25.6890,26.8546,28.3899,28.9523,29.6689,30.5514,29.5086,28.2844,28.0877,31.9582,41.8466,
